timestamp,value
2026-03-14 00:00:00,52.122058584559724
2026-03-14 00:01:00,49.52566095699626
2026-03-14 00:02:00,48.53056401154809
2026-03-14 00:03:00,50.59078461940701
2026-03-14 00:04:00,52.377468922776025
2026-03-14 00:05:00,52.06792550540389
2026-03-14 00:06:00,49.73127830457753
2026-03-14 00:07:00,52.91983610039805
2026-03-14 00:08:00,50.63719707112396
2026-03-14 00:09:00,51.65643881745148
2026-03-14 00:10:00,48.30647015527237
2026-03-14 00:11:00,52.20118651666544
2026-03-14 00:12:00,50.78047784860989
2026-03-14 00:13:00,50.46629890842459
2026-03-14 00:14:00,51.96312747058342
2026-03-14 00:15:00,52.16535154573097
2026-03-14 00:16:00,50.73185051455453
2026-03-14 00:17:00,48.47503673683288
2026-03-14 00:18:00,52.85460944798712
2026-03-14 00:19:00,51.12491473094019
2026-03-14 00:20:00,51.03077006587869
2026-03-14 00:21:00,51.87490942606578
2026-03-14 00:22:00,50.25206680542404
2026-03-14 00:23:00,50.330836657644305
2026-03-14 00:24:00,49.75858472598943
2026-03-14 00:25:00,49.38698169428728
2026-03-14 00:26:00,52.36013994327052
2026-03-14 00:27:00,51.96229900189765
2026-03-14 00:28:00,52.157913597456556
2026-03-14 00:29:00,51.14331864268806
2026-03-14 00:30:00,50.35571284046339
2026-03-14 00:31:00,52.599868875311984
2026-03-14 00:32:00,50.0818397826289
2026-03-14 00:33:00,53.71533734035061
2026-03-14 00:34:00,49.34928492397325
2026-03-14 00:35:00,53.00634590663287
2026-03-14 00:36:00,51.10708545905415
2026-03-14 00:37:00,51.19685772471361
2026-03-14 00:38:00,52.090451877758234
2026-03-14 00:39:00,51.24167797573996
2026-03-14 00:40:00,50.50432738760032
2026-03-14 00:41:00,52.88816038420303
2026-03-14 00:42:00,49.368242415655665
2026-03-14 00:43:00,51.999841512588304
2026-03-14 00:44:00,52.21080267053611
2026-03-14 00:45:00,50.18832477416772
2026-03-14 00:46:00,53.07213004944648
2026-03-14 00:47:00,51.586201396339874
2026-03-14 00:48:00,48.17294842907087
2026-03-14 00:49:00,52.24181392460542
2026-03-14 00:50:00,50.38956173070434
2026-03-14 00:51:00,54.46390285454887
2026-03-14 00:52:00,51.37707807906423
2026-03-14 00:53:00,49.60559882874516
2026-03-14 00:54:00,54.311137047911885
2026-03-14 00:55:00,52.3302936446553
2026-03-14 00:56:00,51.33004037176717
2026-03-14 00:57:00,52.02016741654863
2026-03-14 00:58:00,53.163164541276515
2026-03-14 00:59:00,51.81862473122186
2026-03-14 01:00:00,49.378797846314484
2026-03-14 01:01:00,50.26827068535066
2026-03-14 01:02:00,53.075685390986955
2026-03-14 01:03:00,53.705740448832806
2026-03-14 01:04:00,47.73250192003937
2026-03-14 01:05:00,51.98797279944865
2026-03-14 01:06:00,50.83108184879622
2026-03-14 01:07:00,49.96533645333743
2026-03-14 01:08:00,51.92673868418387
2026-03-14 01:09:00,54.38016245392904
2026-03-14 01:10:00,51.56804201322831
2026-03-14 01:11:00,50.698047648238
2026-03-14 01:12:00,54.36718891906798
2026-03-14 01:13:00,53.074871334764
2026-03-14 01:14:00,50.22522838688229
2026-03-14 01:15:00,51.49242507577013
2026-03-14 01:16:00,51.67649522193457
2026-03-14 01:17:00,54.18347148106587
2026-03-14 01:18:00,52.77613405438591
2026-03-14 01:19:00,51.82538658569255
2026-03-14 01:20:00,52.456161521239096
