timestamp,value,rolling_mean_10,rolling_mean_30,rolling_std_30,rolling_std_60,rolling_max_10,rolling_min_10,value_diff,pct_change,z_score,anomaly_score,model_anomaly,anomaly,anomaly_type
02-02-2026 00:00,47.34913554134053,,,,,,,,,,,0,0,normal
02-02-2026 00:01,50.38033709101827,,,,,,,,,,,0,0,normal
02-02-2026 00:02,49.33543923456945,,,,,,,,,,,0,0,normal
02-02-2026 00:03,51.62386963162222,,,,,,,,,,,0,0,normal
02-02-2026 00:04,51.9612516701729,,,,,,,,,,,0,0,normal
02-02-2026 00:05,50.37227689960082,,,,,,,,,,,0,0,normal
02-02-2026 00:06,50.11212179343181,,,,,,,,,,,0,0,normal
02-02-2026 00:07,47.08849089603406,,,,,,,,,,,0,0,normal
02-02-2026 00:08,50.518324348130015,,,,,,,,,,,0,0,normal
02-02-2026 00:09,51.74613575998341,,,,,,,,,,,0,0,normal
02-02-2026 00:10,51.02830301197838,,,,,,,,,,,0,0,normal
02-02-2026 00:11,49.89492123165981,,,,,,,,,,,0,0,normal
02-02-2026 00:12,48.66138347625224,,,,,,,,,,,0,0,normal
02-02-2026 00:13,48.88087007654,,,,,,,,,,,0,0,normal
02-02-2026 00:14,48.66645553234036,,,,,,,,,,,0,0,normal
02-02-2026 00:15,49.210836715590816,,,,,,,,,,,0,0,normal
02-02-2026 00:16,50.30628904757259,,,,,,,,,,,0,0,normal
02-02-2026 00:17,49.4231434475473,,,,,,,,,,,0,0,normal
02-02-2026 00:18,51.16872745810938,,,,,,,,,,,0,0,normal
02-02-2026 00:19,51.646804336818285,,,,,,,,,,,0,0,normal
02-02-2026 00:20,51.69591083483428,,,,,,,,,,,0,0,normal
02-02-2026 00:21,54.17240908857436,,,,,,,,,,,0,0,normal
02-02-2026 00:22,49.66454770398557,,,,,,,,,,,0,0,normal
02-02-2026 00:23,51.48389924957719,,,,,,,,,,,0,0,normal
02-02-2026 00:24,52.80835829484955,,,,,,,,,,,0,0,normal
02-02-2026 00:25,52.57757796391941,,,,,,,,,,,0,0,normal
02-02-2026 00:26,47.57526456463891,,,,,,,,,,,0,0,normal
02-02-2026 00:27,52.06373572350758,,,,,,,,,,,0,0,normal
02-02-2026 00:28,51.12227378280592,,,,,,,,,,,0,0,normal
02-02-2026 00:29,51.55894879476224,,,,,,,,,,,0,0,normal
02-02-2026 00:30,52.58260784539825,,,,,,,,,,,0,0,normal
02-02-2026 00:31,51.54007670122979,,,,,,,,,,,0,0,normal
02-02-2026 00:32,51.81146027392964,,,,,,,,,,,0,0,normal
02-02-2026 00:33,53.42972663245023,,,,,,,,,,,0,0,normal
02-02-2026 00:34,52.02999561304602,,,,,,,,,,,0,0,normal
02-02-2026 00:35,52.797687180572936,,,,,,,,,,,0,0,normal
02-02-2026 00:36,50.20685022672773,,,,,,,,,,,0,0,normal
02-02-2026 00:37,50.72996435724686,,,,,,,,,,,0,0,normal
02-02-2026 00:38,51.929056043064215,,,,,,,,,,,0,0,normal
02-02-2026 00:39,51.81206117476645,,,,,,,,,,,0,0,normal
02-02-2026 00:40,50.076664273855215,,,,,,,,,,,0,0,normal
02-02-2026 00:41,49.42160492945072,,,,,,,,,,,0,0,normal
02-02-2026 00:42,49.03127256660301,,,,,,,,,,,0,0,normal
02-02-2026 00:43,54.97100467788756,,,,,,,,,,,0,0,normal
02-02-2026 00:44,49.92181633163364,,,,,,,,,,,0,0,normal
02-02-2026 00:45,53.15877999279846,,,,,,,,,,,0,0,normal
02-02-2026 00:46,52.9842858390152,,,,,,,,,,,0,0,normal
02-02-2026 00:47,51.29951006688448,,,,,,,,,,,0,0,normal
02-02-2026 00:48,51.233786144907455,,,,,,,,,,,0,0,normal
02-02-2026 00:49,51.46640973669029,,,,,,,,,,,0,0,normal
02-02-2026 00:50,51.09958650464458,,,,,,,,,,,0,0,normal
02-02-2026 00:51,50.72855006040038,,,,,,,,,,,0,0,normal
02-02-2026 00:52,49.40220035507881,,,,,,,,,,,0,0,normal
02-02-2026 00:53,53.7188833812061,,,,,,,,,,,0,0,normal
02-02-2026 00:54,52.47853376137979,,,,,,,,,,,0,0,normal
02-02-2026 00:55,52.80801043647241,,,,,,,,,,,0,0,normal
02-02-2026 00:56,52.62511468338857,,,,,,,,,,,0,0,normal
02-02-2026 00:57,53.356336973082406,,,,,,,,,,,0,0,normal
02-02-2026 00:58,50.90707996237045,,,,,,,,,,,0,0,normal
02-02-2026 00:59,52.06325809361785,51.918755421164136,51.72073916065998,1.4168768946369161,1.6625518540485145,53.7188833812061,49.40220035507881,1.156178131247394,0.022711538986365243,0.24174219669637453,,0,0,normal
02-02-2026 01:00,51.11808326141544,51.92060509684122,51.67192167452722,1.411376755056671,1.5881466877138815,53.7188833812061,49.40220035507881,-0.9451748322024045,-0.018154354276154416,-0.39241004297930243,,0,0,normal
02-02-2026 01:01,50.69265474204769,51.917015565005954,51.643674275887825,1.4225425168954486,1.5860645768970787,53.7188833812061,49.40220035507881,-0.42542851936775605,-0.008322466184659816,-0.6685350508297215,,0,0,normal
