timestamp,value,rolling_mean_10,rolling_mean_30,rolling_std_30,rolling_std_60,rolling_max_10,rolling_min_10,value_diff,pct_change,z_score,anomaly_score,model_anomaly,anomaly,anomaly_type
26-01-2026 00:00,49.912894849353,,,,,,,,,,,0,0,normal
26-01-2026 00:01,49.88831447366875,,,,,,,,,,,0,0,normal
26-01-2026 00:02,49.663228408583805,,,,,,,,,,,0,0,normal
26-01-2026 00:03,52.4947454386266,,,,,,,,,,,0,0,normal
26-01-2026 00:04,48.45862198553314,,,,,,,,,,,0,0,normal
26-01-2026 00:05,50.32710156112043,,,,,,,,,,,0,0,normal
26-01-2026 00:06,48.50825808208387,,,,,,,,,,,0,0,normal
26-01-2026 00:07,50.604542681415765,,,,,,,,,,,0,0,normal
26-01-2026 00:08,51.37577662280345,,,,,,,,,,,0,0,normal
26-01-2026 00:09,51.17562614136431,,,,,,,,,,,0,0,normal
26-01-2026 00:10,51.016929113085055,,,,,,,,,,,0,0,normal
26-01-2026 00:11,50.98426573692959,,,,,,,,,,,0,0,normal
26-01-2026 00:12,50.07947481039276,,,,,,,,,,,0,0,normal
26-01-2026 00:13,48.42093882440186,,,,,,,,,,,0,0,normal
26-01-2026 00:14,53.40861017722775,,,,,,,,,,,0,0,normal
26-01-2026 00:15,50.67252170650781,,,,,,,,,,,0,0,normal
26-01-2026 00:16,48.93493031025227,,,,,,,,,,,0,0,normal
26-01-2026 00:17,50.81111292516006,,,,,,,,,,,0,0,normal
26-01-2026 00:18,49.75941142282522,,,,,,,,,,,0,0,normal
26-01-2026 00:19,48.46603202312474,,,,,,,,,,,0,0,normal
26-01-2026 00:20,50.68148894059012,,,,,,,,,,,0,0,normal
26-01-2026 00:21,50.49770053885753,,,,,,,,,,,0,0,normal
26-01-2026 00:22,49.5018040633314,,,,,,,,,,,0,0,normal
26-01-2026 00:23,50.64246486875194,,,,,,,,,,,0,0,normal
26-01-2026 00:24,51.00851807383875,,,,,,,,,,,0,0,normal
26-01-2026 00:25,49.163773162027375,,,,,,,,,,,0,0,normal
26-01-2026 00:26,48.44117407970062,,,,,,,,,,,0,0,normal
26-01-2026 00:27,50.99217258878175,,,,,,,,,,,0,0,normal
26-01-2026 00:28,48.96054959018297,,,,,,,,,,,0,0,normal
26-01-2026 00:29,50.55457384108679,,,,,,,,,,,0,0,normal
26-01-2026 00:30,51.39806807226197,,,,,,,,,,,0,0,normal
26-01-2026 00:31,50.63780675464373,,,,,,,,,,,0,0,normal
26-01-2026 00:32,52.30381424929744,,,,,,,,,,,0,0,normal
26-01-2026 00:33,51.91586925788337,,,,,,,,,,,0,0,normal
26-01-2026 00:34,50.46271462195383,,,,,,,,,,,0,0,normal
26-01-2026 00:35,53.780827793814,,,,,,,,,,,0,0,normal
26-01-2026 00:36,50.04673916437183,,,,,,,,,,,0,0,normal
26-01-2026 00:37,51.32399890841195,,,,,,,,,,,0,0,normal
26-01-2026 00:38,50.87865648039976,,,,,,,,,,,0,0,normal
